customer_id,customer_name,gender,city,state,region,join_date,loyalty_tier
C000115,Customer 115,M,Bengaluru,Karnataka,South,2024-02-11,STANDARD
C000116,Customer 116,F,Bengaluru,Karnataka,South,2022-04-18,SILVER
C000117,Customer 117,M,Bengaluru,Karnataka,South,2022-09-20,SILVER
C000118,Customer 118,F,Hyderabad,Telangana,South,2022-07-30,GOLD
C000119,Customer 119,M,Jaipur,Rajasthan,North,2023-10-09,STANDARD
C000120,Customer 120,F,Jaipur,Rajasthan,North,2024-03-23,GOLD
C000121,Customer 121,M,Hyderabad,Telangana,South,2025-06-12,GOLD
C000122,Customer 122,M,Hyderabad,Telangana,South,2022-08-27,SILVER
C000123,Customer 123,F,Bengaluru,Karnataka,South,2025-04-04,SILVER
C000124,Customer 124,M,Bengaluru,Karnataka,South,2024-10-16,SILVER
C000125,Customer 125,M,Mumbai,Maharashtra,West,2024-04-18,GOLD
C000126,Customer 126,O,Bengaluru,Karnataka,South,2023-02-05,STANDARD
C000127,Customer 127,O,Chandigarh,Chandigarh,North,2025-12-15,GOLD
C000128,Customer 128,F,Hyderabad,Telangana,South,2023-11-29,GOLD
C000129,Customer 129,M,Kolkata,West Bengal,East,2025-11-12,SILVER
C000130,Customer 130,O,Hyderabad,Telangana,South,2022-08-03,STANDARD
C000131,Customer 131,O,Kolkata,West Bengal,East,2022-10-08,STANDARD
C000132,Customer 132,O,Pune,Maharashtra,West,2024-08-10,STANDARD
C000133,Customer 133,O,Bengaluru,Karnataka,South,2023-01-31,STANDARD
C000134,Customer 134,M,Jaipur,Rajasthan,North,2025-01-21,SILVER
C000135,Customer 135,F,Kolkata,West Bengal,East,2023-10-14,SILVER
C000136,Customer 136,F,Chandigarh,Chandigarh,North,2022-03-29,GOLD
C000137,Customer 137,M,Mumbai,Maharashtra,West,2023-01-18,GOLD
C000138,Customer 138,O,Pune,Maharashtra,West,2023-06-25,GOLD
C000139,Customer 139,M,Hyderabad,Telangana,South,2023-10-07,SILVER
C000140,Customer 140,O,Mumbai,Maharashtra,West,2024-07-19,STANDARD
C000141,Customer 141,M,Chandigarh,Chandigarh,North,2022-10-05,GOLD
C000142,Customer 142,F,Kolkata,West Bengal,East,2022-05-10,STANDARD
C000143,Customer 143,O,Hyderabad,Telangana,South,2023-09-30,SILVER
C000144,Customer 144,F,Pune,Maharashtra,West,2025-10-31,SILVER
C000145,Customer 145,F,Delhi,Delhi,North,2025-01-19,SILVER
C000146,Customer 146,M,Hyderabad,Telangana,South,2024-03-14,STANDARD
C000147,Customer 147,O,Hyderabad,Telangana,South,2022-02-21,GOLD
C000148,Customer 148,O,Delhi,Delhi,North,2022-12-21,STANDARD
C000149,Customer 149,O,Hyderabad,Telangana,South,2022-04-13,GOLD
C000150,Customer 150,O,Kolkata,West Bengal,East,2024-09-01,GOLD
C000151,Customer 151,O,Kolkata,West Bengal,East,2023-04-14,GOLD
C000152,Customer 152,F,Bengaluru,Karnataka,South,2024-04-26,STANDARD
C000153,Customer 153,M,Kolkata,West Bengal,East,2024-02-11,SILVER
C000154,Customer 154,O,Jaipur,Rajasthan,North,2024-06-28,GOLD
C000155,Customer 155,M,Chandigarh,Chandigarh,North,2024-08-11,SILVER
C000156,Customer 156,F,Mumbai,Maharashtra,West,2025-08-20,STANDARD
C000157,Customer 157,O,Bengaluru,Karnataka,South,2022-10-11,GOLD
C000158,Customer 158,F,Mumbai,Maharashtra,West,2024-02-28,SILVER
C000159,Customer 159,M,Bengaluru,Karnataka,South,2022-05-29,STANDARD
C000160,Customer 160,F,Delhi,Delhi,North,2022-12-26,GOLD
C000161,Customer 161,O,Delhi,Delhi,North,2024-01-25,SILVER
C000162,Customer 162,F,Hyderabad,Telangana,South,2023-05-15,SILVER
C000163,Customer 163,M,Jaipur,Rajasthan,North,2025-03-14,GOLD
C000164,Customer 164,M,Chandigarh,Chandigarh,North,2024-02-03,STANDARD
C000165,Customer 165,F,Mumbai,Maharashtra,West,2025-05-17,GOLD
C000166,Customer 166,O,Hyderabad,Telangana,South,2022-04-14,STANDARD
C000167,Customer 167,F,Delhi,Delhi,North,2024-12-09,GOLD
C000168,Customer 168,O,Mumbai,Maharashtra,West,2022-05-20,STANDARD
C000169,Customer 169,F,Mumbai,Maharashtra,West,2022-07-21,SILVER
C000170,Customer 170,M,Hyderabad,Telangana,South,2022-12-23,GOLD
C000171,Customer 171,M,Delhi,Delhi,North,2023-11-18,SILVER
C000172,Customer 172,O,Delhi,Delhi,North,2024-06-12,SILVER
C000173,Customer 173,O,Pune,Maharashtra,West,2025-11-12,SILVER
C000174,Customer 174,O,Hyderabad,Telangana,South,2023-12-08,GOLD
C000175,Customer 175,M,Mumbai,Maharashtra,West,2025-12-27,GOLD
C000176,Customer 176,M,Mumbai,Maharashtra,West,2025-10-07,SILVER
C000177,Customer 177,M,Delhi,Delhi,North,2024-07-06,SILVER
C000178,Customer 178,M,Delhi,Delhi,North,2025-02-16,STANDARD
C000179,Customer 179,F,Pune,Maharashtra,West,2024-05-22,STANDARD
C000180,Customer 180,O,Bengaluru,Karnataka,South,2025-02-05,STANDARD
C000181,Customer 181,O,Jaipur,Rajasthan,North,2022-01-29,SILVER
C000182,Customer 182,F,Mumbai,Maharashtra,West,2025-09-25,GOLD
C000183,Customer 183,M,Bengaluru,Karnataka,South,2022-12-08,GOLD
C000184,Customer 184,F,Bengaluru,Karnataka,South,2022-03-26,STANDARD
C000185,Customer 185,M,Kolkata,West Bengal,East,2024-11-21,SILVER
C000186,Customer 186,M,Delhi,Delhi,North,2022-03-26,STANDARD
C000187,Customer 187,M,Kolkata,West Bengal,East,2022-06-18,STANDARD
C000188,Customer 188,O,Mumbai,Maharashtra,West,2025-03-24,SILVER
C000189,Customer 189,O,Hyderabad,Telangana,South,2024-06-11,GOLD
C000190,Customer 190,O,Pune,Maharashtra,West,2025-09-25,SILVER
C000191,Customer 191,O,Chandigarh,Chandigarh,North,2023-11-11,STANDARD
C000192,Customer 192,F,Delhi,Delhi,North,2023-09-10,SILVER
C000193,Customer 193,F,Chandigarh,Chandigarh,North,2026-02-03,GOLD
C000194,Customer 194,F,Hyderabad,Telangana,South,2025-01-28,GOLD
C000195,Customer 195,F,Pune,Maharashtra,West,2022-12-12,SILVER
C000196,Customer 196,F,Jaipur,Rajasthan,North,2024-04-11,STANDARD
C000197,Customer 197,F,Delhi,Delhi,North,2023-05-10,STANDARD
C000198,Customer 198,M,Jaipur,Rajasthan,North,2025-06-23,STANDARD
C000199,Customer 199,F,Mumbai,Maharashtra,West,2022-01-02,SILVER
C000200,Customer 200,F,Jaipur,Rajasthan,North,2024-02-27,GOLD
C000201,Customer 201,M,Kolkata,West Bengal,East,2023-07-30,SILVER
C000202,Customer 202,M,Mumbai,Maharashtra,West,2023-05-26,GOLD
C000203,Customer 203,O,Pune,Maharashtra,West,2022-11-28,GOLD
C000204,Customer 204,M,Mumbai,Maharashtra,West,2023-03-30,GOLD
C000205,Customer 205,O,Bengaluru,Karnataka,South,2022-08-27,SILVER
C000206,Customer 206,O,Delhi,Delhi,North,2023-04-13,STANDARD
C000207,Customer 207,M,Hyderabad,Telangana,South,2022-04-03,GOLD
C000208,Customer 208,F,Jaipur,Rajasthan,North,2025-09-11,SILVER
C000209,Customer 209,O,Delhi,Delhi,North,2023-10-10,SILVER
C000210,Customer 210,M,Mumbai,Maharashtra,West,2023-07-26,SILVER
C000211,Customer 211,F,Bengaluru,Karnataka,South,2026-01-18,SILVER
C000212,Customer 212,M,Mumbai,Maharashtra,West,2025-03-28,STANDARD
C000213,Customer 213,M,Delhi,Delhi,North,2025-07-10,STANDARD
C000214,Customer 214,F,Jaipur,Rajasthan,North,2024-03-25,SILVER
C000215,Customer 215,M,Delhi,Delhi,North,2022-12-17,GOLD
C000216,Customer 216,M,Hyderabad,Telangana,South,2022-09-19,SILVER
C000217,Customer 217,M,Kolkata,West Bengal,East,2025-11-28,STANDARD
C000218,Customer 218,F,Bengaluru,Karnataka,South,2022-07-30,GOLD
C000219,Customer 219,O,Pune,Maharashtra,West,2025-01-04,STANDARD
C000220,Customer 220,M,Kolkata,West Bengal,East,2024-10-22,GOLD
C000221,Customer 221,F,Kolkata,West Bengal,East,2025-08-04,GOLD
C000222,Customer 222,O,Bengaluru,Karnataka,South,2023-11-05,GOLD
C000223,Customer 223,F,Chandigarh,Chandigarh,North,2023-11-03,STANDARD
C000224,Customer 224,F,Bengaluru,Karnataka,South,2023-05-13,SILVER
C000225,Customer 225,M,Jaipur,Rajasthan,North,2022-06-05,GOLD
C000226,Customer 226,M,Jaipur,Rajasthan,North,2023-04-03,GOLD
C000227,Customer 227,O,Chandigarh,Chandigarh,North,2022-04-26,STANDARD
C000228,Customer 228,M,Mumbai,Maharashtra,West,2024-06-26,SILVER
C000229,Customer 229,O,Jaipur,Rajasthan,North,2025-12-21,SILVER
C000230,Customer 230,M,Mumbai,Maharashtra,West,2022-10-20,GOLD
C000231,Customer 231,O,Hyderabad,Telangana,South,2025-12-19,GOLD
C000232,Customer 232,F,Pune,Maharashtra,West,2023-10-29,GOLD
C000233,Customer 233,O,Jaipur,Rajasthan,North,2023-06-09,GOLD
C000234,Customer 234,M,Bengaluru,Karnataka,South,2022-10-19,STANDARD
C000235,Customer 235,M,Pune,Maharashtra,West,2024-11-29,STANDARD
C000236,Customer 236,F,Hyderabad,Telangana,South,2023-10-09,STANDARD
C000237,Customer 237,F,Mumbai,Maharashtra,West,2022-01-17,STANDARD
C000238,Customer 238,M,Mumbai,Maharashtra,West,2026-01-26,STANDARD
C000239,Customer 239,M,Delhi,Delhi,North,2025-06-27,STANDARD
C000240,Customer 240,O,Mumbai,Maharashtra,West,2024-01-11,STANDARD
C000241,Customer 241,M,Pune,Maharashtra,West,2023-09-17,GOLD
C000242,Customer 242,O,Bengaluru,Karnataka,South,2025-05-08,GOLD
C000243,Customer 243,F,Jaipur,Rajasthan,North,2023-07-27,SILVER
C000244,Customer 244,F,Mumbai,Maharashtra,West,2025-12-28,STANDARD
C000245,Customer 245,M,Mumbai,Maharashtra,West,2023-06-18,SILVER
C000246,Customer 246,F,Chandigarh,Chandigarh,North,2025-03-18,SILVER
C000247,Customer 247,F,Pune,Maharashtra,West,2023-01-23,STANDARD
C000248,Customer 248,O,Delhi,Delhi,North,2022-10-07,GOLD
C000249,Customer 249,O,Mumbai,Maharashtra,West,2025-09-15,STANDARD
C000250,Customer 250,M,Hyderabad,Telangana,South,2022-03-11,GOLD
C000251,Customer 251,F,Mumbai,Maharashtra,West,2023-01-07,STANDARD
C000252,Customer 252,F,Bengaluru,Karnataka,South,2025-03-26,STANDARD
C000253,Customer 253,O,Mumbai,Maharashtra,West,2024-12-04,SILVER
C000254,Customer 254,M,Kolkata,West Bengal,East,2025-08-30,STANDARD
C000255,Customer 255,F,Pune,Maharashtra,West,2023-11-18,STANDARD
C000256,Customer 256,M,Hyderabad,Telangana,South,2024-10-31,SILVER
C000257,Customer 257,F,Chandigarh,Chandigarh,North,2024-02-23,GOLD
C000258,Customer 258,M,Pune,Maharashtra,West,2025-09-30,GOLD
C000259,Customer 259,F,Bengaluru,Karnataka,South,2023-10-25,GOLD
C000260,Customer 260,M,Hyderabad,Telangana,South,2022-06-12,STANDARD
C000261,Customer 261,F,Hyderabad,Telangana,South,2025-01-21,STANDARD
C000262,Customer 262,F,Hyderabad,Telangana,South,2022-05-26,SILVER
C000263,Customer 263,F,Mumbai,Maharashtra,West,2026-02-05,SILVER
C000264,Customer 264,O,Chandigarh,Chandigarh,North,2025-07-09,SILVER
C000265,Customer 265,F,Delhi,Delhi,North,2024-04-12,GOLD
C000266,Customer 266,F,Pune,Maharashtra,West,2025-07-23,GOLD
C000267,Customer 267,M,Bengaluru,Karnataka,South,2024-03-28,GOLD
C000268,Customer 268,F,Bengaluru,Karnataka,South,2023-04-14,GOLD
C000269,Customer 269,O,Pune,Maharashtra,West,2024-06-27,GOLD
C000270,Customer 270,M,Delhi,Delhi,North,2024-03-27,SILVER
C000271,Customer 271,F,Jaipur,Rajasthan,North,2024-03-08,STANDARD
C000272,Customer 272,O,Bengaluru,Karnataka,South,2023-11-24,STANDARD
C000273,Customer 273,F,Delhi,Delhi,North,2025-09-30,SILVER
C000274,Customer 274,O,Kolkata,West Bengal,East,2024-04-24,SILVER
C000275,Customer 275,M,Jaipur,Rajasthan,North,2023-06-16,GOLD
C000276,Customer 276,F,Hyderabad,Telangana,South,2023-03-19,SILVER
C000277,Customer 277,O,Bengaluru,Karnataka,South,2026-01-28,SILVER
C000278,Customer 278,M,Delhi,Delhi,North,2022-11-21,SILVER
C000279,Customer 279,M,Hyderabad,Telangana,South,2022-10-03,SILVER
C000280,Customer 280,O,Delhi,Delhi,North,2022-07-09,GOLD
C000281,Customer 281,O,Delhi,Delhi,North,2025-09-13,GOLD
C000282,Customer 282,F,Kolkata,West Bengal,East,2022-08-13,SILVER
C000283,Customer 283,M,Bengaluru,Karnataka,South,2025-12-13,SILVER
C000284,Customer 284,O,Chandigarh,Chandigarh,North,2022-12-18,STANDARD
C000285,Customer 285,O,Delhi,Delhi,North,2023-08-19,STANDARD
C000286,Customer 286,F,Delhi,Delhi,North,2022-10-10,STANDARD
C000287,Customer 287,O,Hyderabad,Telangana,South,2023-11-08,STANDARD
C000288,Customer 288,M,Delhi,Delhi,North,2024-08-09,SILVER
C000289,Customer 289,O,Bengaluru,Karnataka,South,2025-09-25,GOLD
C000290,Customer 290,M,Delhi,Delhi,North,2022-04-02,STANDARD
C000291,Customer 291,M,Mumbai,Maharashtra,West,2022-07-01,GOLD
C000292,Customer 292,F,Hyderabad,Telangana,South,2024-01-02,STANDARD
C000293,Customer 293,F,Delhi,Delhi,North,2025-03-12,GOLD
C000294,Customer 294,O,Kolkata,West Bengal,East,2025-07-12,STANDARD
C000295,Customer 295,M,Delhi,Delhi,North,2023-08-25,STANDARD
C000296,Customer 296,F,Delhi,Delhi,North,2024-01-04,GOLD
C000297,Customer 297,F,Jaipur,Rajasthan,North,2024-06-20,GOLD
C000298,Customer 298,O,Mumbai,Maharashtra,West,2023-01-04,SILVER
C000299,Customer 299,M,Kolkata,West Bengal,East,2023-08-16,STANDARD
C000300,Customer 300,F,Kolkata,West Bengal,East,2024-10-03,STANDARD
C000301,Customer 301,O,Delhi,Delhi,North,2023-03-12,STANDARD
C000302,Customer 302,F,Kolkata,West Bengal,East,2022-01-30,GOLD
C000303,Customer 303,F,Kolkata,West Bengal,East,2022-06-14,SILVER
C000304,Customer 304,F,Delhi,Delhi,North,2024-05-24,STANDARD
C000305,Customer 305,M,Jaipur,Rajasthan,North,2024-07-27,GOLD
C000306,Customer 306,O,Bengaluru,Karnataka,South,2023-03-20,SILVER
C000307,Customer 307,M,Mumbai,Maharashtra,West,2024-11-27,GOLD
C000308,Customer 308,M,Mumbai,Maharashtra,West,2024-06-24,SILVER
C000309,Customer 309,M,Jaipur,Rajasthan,North,2024-11-04,SILVER
C000310,Customer 310,M,Pune,Maharashtra,West,2025-12-17,STANDARD
C000311,Customer 311,O,Hyderabad,Telangana,South,2024-10-12,GOLD
C000312,Customer 312,O,Kolkata,West Bengal,East,2022-05-19,STANDARD
C000313,Customer 313,F,Bengaluru,Karnataka,South,2023-06-16,GOLD
C000314,Customer 314,F,Delhi,Delhi,North,2023-08-26,STANDARD
C000315,Customer 315,M,Delhi,Delhi,North,2025-12-07,GOLD
C000316,Customer 316,M,Delhi,Delhi,North,2024-06-24,GOLD
C000317,Customer 317,O,Kolkata,West Bengal,East,2022-01-14,SILVER
C000318,Customer 318,M,Pune,Maharashtra,West,2024-06-04,GOLD
C000319,Customer 319,M,Kolkata,West Bengal,East,2025-03-03,SILVER
C000320,Customer 320,M,Kolkata,West Bengal,East,2025-09-18,SILVER
C000321,Customer 321,F,Chandigarh,Chandigarh,North,2023-11-17,STANDARD
C000322,Customer 322,O,Delhi,Delhi,North,2024-12-12,STANDARD
C000323,Customer 323,F,Hyderabad,Telangana,South,2024-09-08,SILVER
C000324,Customer 324,F,Delhi,Delhi,North,2024-02-21,STANDARD
C000325,Customer 325,O,Kolkata,West Bengal,East,2023-12-16,GOLD
C000326,Customer 326,O,Jaipur,Rajasthan,North,2026-01-26,SILVER
C000327,Customer 327,O,Hyderabad,Telangana,South,2023-10-26,STANDARD
C000328,Customer 328,F,Delhi,Delhi,North,2024-09-10,STANDARD
C000329,Customer 329,O,Jaipur,Rajasthan,North,2023-05-18,SILVER
C000330,Customer 330,M,Chandigarh,Chandigarh,North,2023-12-04,GOLD
C000331,Customer 331,O,Jaipur,Rajasthan,North,2025-06-04,GOLD
C000332,Customer 332,F,Delhi,Delhi,North,2022-02-27,STANDARD
C000333,Customer 333,F,Pune,Maharashtra,West,2024-05-24,STANDARD
C000334,Customer 334,O,Kolkata,West Bengal,East,2024-09-26,GOLD
C000335,Customer 335,O,Chandigarh,Chandigarh,North,2023-07-22,GOLD
C000336,Customer 336,M,Bengaluru,Karnataka,South,2024-06-03,STANDARD
C000337,Customer 337,F,Jaipur,Rajasthan,North,2023-11-20,STANDARD
C000338,Customer 338,O,Hyderabad,Telangana,South,2025-08-06,STANDARD
C000339,Customer 339,M,Hyderabad,Telangana,South,2022-01-23,STANDARD
C000340,Customer 340,O,Pune,Maharashtra,West,2026-01-17,SILVER
C000341,Customer 341,F,Bengaluru,Karnataka,South,2025-11-12,SILVER
C000342,Customer 342,M,Mumbai,Maharashtra,West,2023-11-15,GOLD
C000343,Customer 343,O,Hyderabad,Telangana,South,2024-03-28,SILVER
C000344,Customer 344,M,Mumbai,Maharashtra,West,2022-09-23,STANDARD
C000345,Customer 345,M,Jaipur,Rajasthan,North,2022-01-30,GOLD
C000346,Customer 346,O,Pune,Maharashtra,West,2023-08-04,SILVER
C000347,Customer 347,F,Bengaluru,Karnataka,South,2023-10-29,SILVER
C000348,Customer 348,M,Kolkata,West Bengal,East,2022-11-07,STANDARD
C000349,Customer 349,O,Jaipur,Rajasthan,North,2024-05-09,GOLD
C000350,Customer 350,M,Mumbai,Maharashtra,West,2023-09-18,GOLD
C000351,Customer 351,F,Chandigarh,Chandigarh,North,2024-02-10,STANDARD
C000352,Customer 352,F,Jaipur,Rajasthan,North,2024-10-16,STANDARD
C000353,Customer 353,O,Hyderabad,Telangana,South,2022-02-23,SILVER
C000354,Customer 354,F,Chandigarh,Chandigarh,North,2023-12-18,GOLD
C000355,Customer 355,F,Hyderabad,Telangana,South,2025-02-06,GOLD
C000356,Customer 356,F,Bengaluru,Karnataka,South,2025-04-28,STANDARD
C000357,Customer 357,F,Hyderabad,Telangana,South,2025-10-01,GOLD
C000358,Customer 358,F,Mumbai,Maharashtra,West,2023-09-08,SILVER
C000359,Customer 359,M,Hyderabad,Telangana,South,2022-02-22,GOLD
C000360,Customer 360,M,Mumbai,Maharashtra,West,2024-10-10,STANDARD
C000361,Customer 361,O,Kolkata,West Bengal,East,2023-01-14,STANDARD
C000362,Customer 362,F,Chandigarh,Chandigarh,North,2023-12-25,GOLD
