sale_id,business_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,event_ts
S000010044,2026-07-05,ST020,C001171,P00196,5,1649.77,5,WALLET,2026-07-05T10:53:00
S000010045,2026-07-05,ST001,C000267,P00211,4,1598.44,5,CASH,2026-07-05T17:00:00
S000010046,2026-07-05,ST023,C001798,P00111,5,4201.27,10,WALLET,2026-07-05T15:45:00
S000010047,2026-07-05,ST007,C001960,P00119,2,123.74,15,UPI,2026-07-05T20:36:00
S000010048,2026-07-05,ST001,C000062,P00077,4,5125.04,0,CASH,2026-07-05T20:10:00
S000010049,2026-07-05,ST007,C000063,P00255,2,6862.0,15,CASH,2026-07-05T15:32:00
S000010050,2026-07-05,ST007,C000534,P00103,5,2262.97,20,CASH,2026-07-05T18:02:00
S000010051,2026-07-05,ST030,C001240,P00114,1,5146.05,10,WALLET,2026-07-05T10:18:00
S000010052,2026-07-05,ST017,C000570,P00050,2,3846.85,20,UPI,2026-07-05T13:19:00
S000010053,2026-07-05,ST005,C001742,P00036,5,928.39,0,CARD,2026-07-05T09:24:00
S000010054,2026-07-05,ST011,C000689,P00077,3,5125.04,5,CASH,2026-07-05T20:41:00
S000010055,2026-07-05,ST022,C001165,P00245,4,3514.48,10,WALLET,2026-07-05T10:50:00
S000010056,2026-07-05,ST027,C000713,P00160,2,999.14,20,UPI,2026-07-05T12:02:00
S000010057,2026-07-05,ST013,C001124,P00004,3,3427.15,15,CARD,2026-07-05T12:48:00
S000010058,2026-07-05,ST014,C000407,P00215,4,6157.31,0,UPI,2026-07-05T10:58:00
S000010059,2026-07-05,ST028,C000556,P00264,3,5135.89,0,UPI,2026-07-05T10:32:00
S000010060,2026-07-05,ST010,C001343,P00215,1,6157.31,20,CARD,2026-07-05T11:57:00
S000010061,2026-07-05,ST001,C001748,P00279,1,1221.97,0,WALLET,2026-07-05T11:38:00
S000010062,2026-07-05,ST025,C000441,P00045,5,6722.43,15,WALLET,2026-07-05T20:32:00
S000010063,2026-07-05,ST013,C000831,P00167,3,5432.25,0,CARD,2026-07-05T20:37:00
S000010064,2026-07-05,ST017,C001713,P00049,1,2267.29,10,UPI,2026-07-05T17:03:00
S000010065,2026-07-05,ST013,C000340,P00111,5,4201.27,0,UPI,2026-07-05T09:50:00
S000010066,2026-07-05,ST008,C001656,P00035,5,543.42,5,CASH,2026-07-05T11:28:00
S000010067,2026-07-05,ST018,C001843,P00298,1,5801.55,5,CASH,2026-07-05T19:18:00
S000010068,2026-07-05,ST005,C001159,P00027,5,4206.07,20,CARD,2026-07-05T18:04:00
S000010069,2026-07-05,ST026,C000158,P00052,2,2498.75,5,WALLET,2026-07-05T18:41:00
S000010070,2026-07-05,ST011,C001669,P00052,3,2498.75,15,CASH,2026-07-05T09:04:00
S000010071,2026-07-05,ST014,C000410,P00290,1,426.03,0,WALLET,2026-07-05T10:29:00
S000010072,2026-07-05,ST028,C001289,P00194,2,232.7,0,CASH,2026-07-05T13:02:00
S000010073,2026-07-05,ST029,C001547,P00031,2,2536.83,0,WALLET,2026-07-05T14:59:00
S000010074,2026-07-05,ST010,C001455,P00250,1,1596.89,0,WALLET,2026-07-05T18:21:00
S000010075,2026-07-05,ST004,C000547,P00218,4,6327.36,5,UPI,2026-07-05T11:02:00
S000010076,2026-07-05,ST007,C000278,P00068,3,467.65,15,CASH,2026-07-05T19:56:00
S000010077,2026-07-05,ST025,C000889,P00282,2,1175.29,15,UPI,2026-07-05T17:29:00
S000010078,2026-07-05,ST004,C001940,P00228,2,3585.13,0,WALLET,2026-07-05T15:58:00
S000010079,2026-07-05,ST016,C000074,P00023,4,5598.13,20,CARD,2026-07-05T09:58:00
S000010080,2026-07-05,ST020,C001576,P00202,5,1233.8,0,UPI,2026-07-05T11:52:00
S000010081,2026-07-05,ST030,C001346,P00201,4,2651.68,0,WALLET,2026-07-05T12:31:00
S000010082,2026-07-05,ST017,C001669,P00056,3,1251.94,10,CASH,2026-07-05T09:42:00
S000010083,2026-07-05,ST015,C001403,P00163,3,468.27,15,WALLET,2026-07-05T14:53:00
S000010084,2026-07-05,ST002,C000502,P00123,3,1748.33,5,UPI,2026-07-05T12:51:00
S000010085,2026-07-05,ST011,C001352,P00249,4,5269.8,5,WALLET,2026-07-05T19:33:00
S000010086,2026-07-05,ST025,C001207,P00118,4,6214.06,15,UPI,2026-07-05T16:19:00
S000010087,2026-07-05,ST026,C000053,P00033,1,1757.5,20,UPI,2026-07-05T19:39:00
S000010088,2026-07-05,ST005,C000252,P00042,4,3461.27,20,WALLET,2026-07-05T18:42:00
S000010089,2026-07-05,ST024,C001512,P00076,4,3013.92,0,CASH,2026-07-05T10:54:00
S000010090,2026-07-05,ST016,C000330,P00270,2,1553.87,15,WALLET,2026-07-05T15:21:00
S000010091,2026-07-05,ST020,C000749,P00150,4,1735.62,15,UPI,2026-07-05T19:09:00
S000010092,2026-07-05,ST005,C000765,P00146,4,1384.51,0,CASH,2026-07-05T15:54:00
S000010093,2026-07-05,ST027,C000872,P00061,3,4815.03,0,UPI,2026-07-05T20:39:00
S000010094,2026-07-05,ST029,C000196,P00011,1,1370.88,0,WALLET,2026-07-05T11:28:00
S000010095,2026-07-05,ST009,C001706,P00266,3,2576.59,0,WALLET,2026-07-05T21:00:00
S000010096,2026-07-05,ST024,C001123,P00256,1,4352.39,10,CARD,2026-07-05T13:02:00
S000010097,2026-07-05,ST007,C000655,P00286,1,989.05,10,CARD,2026-07-05T12:21:00
S000010098,2026-07-05,ST025,C001193,P00183,1,5047.63,5,CARD,2026-07-05T20:52:00
S000010099,2026-07-05,ST025,C001076,P00276,3,5483.9,0,WALLET,2026-07-05T14:45:00
S000010100,2026-07-05,ST026,C001255,P00103,4,2262.97,0,CASH,2026-07-05T17:10:00
S000010101,2026-07-05,ST030,C001090,P00034,5,1193.43,20,CARD,2026-07-05T12:15:00
S000010102,2026-07-05,ST017,C000796,P00210,5,5367.59,15,CARD,2026-07-05T13:42:00
S000010103,2026-07-05,ST018,C001502,P00203,1,3584.06,0,CARD,2026-07-05T11:04:00
S000010104,2026-07-05,ST009,C000641,P00070,4,3157.17,20,CARD,2026-07-05T09:55:00
S000010105,2026-07-05,ST026,C000656,P00268,2,2715.47,5,UPI,2026-07-05T10:39:00
S000010106,2026-07-05,ST008,C000558,P00043,5,4791.73,10,CASH,2026-07-05T15:25:00
S000010107,2026-07-05,ST028,C001828,P00014,2,1135.01,10,CARD,2026-07-05T11:54:00
S000010108,2026-07-05,ST027,C001356,P00086,2,121.55,5,CASH,2026-07-05T11:03:00
S000010109,2026-07-05,ST026,C001633,P00131,5,1446.43,5,WALLET,2026-07-05T10:22:00
S000010110,2026-07-05,ST011,C000998,P00158,2,5072.98,10,CASH,2026-07-05T20:15:00
S000010111,2026-07-05,ST018,C001985,P00282,5,1175.29,5,WALLET,2026-07-05T19:46:00
S000010112,2026-07-05,ST015,C000711,P00239,5,895.02,0,WALLET,2026-07-05T17:48:00
S000010113,2026-07-05,ST010,C000037,P00291,2,4480.95,0,CARD,2026-07-05T21:52:00
S000010114,2026-07-05,ST014,C000874,P00214,1,3134.98,0,WALLET,2026-07-05T20:52:00
S000010115,2026-07-05,ST010,C001475,P00173,3,2699.76,0,CARD,2026-07-05T10:21:00
S000010116,2026-07-05,ST021,C001094,P00103,5,2262.97,15,CASH,2026-07-05T21:41:00
S000010117,2026-07-05,ST019,C001894,P00062,5,1628.11,15,UPI,2026-07-05T20:29:00
S000010118,2026-07-05,ST008,C000660,P00167,4,5432.25,5,CARD,2026-07-05T20:30:00
S000010119,2026-07-05,ST029,C001437,P00108,4,4848.32,20,CASH,2026-07-05T14:32:00
S000010120,2026-07-05,ST003,C001474,P00160,4,999.14,0,UPI,2026-07-05T15:28:00
S000010121,2026-07-05,ST019,C001689,P00101,5,1988.09,10,WALLET,2026-07-05T13:53:00
S000010122,2026-07-05,ST015,C000250,P00202,5,1233.8,5,CARD,2026-07-05T12:21:00
S000010123,2026-07-05,ST013,C000488,P00017,5,517.85,20,UPI,2026-07-05T12:17:00
S000010124,2026-07-05,ST011,C001780,P00242,1,3836.4,20,CASH,2026-07-05T21:35:00
S000010125,2026-07-05,ST001,C000272,P00160,3,999.14,20,CASH,2026-07-05T17:42:00
S000010126,2026-07-05,ST025,C000101,P00268,5,2715.47,10,WALLET,2026-07-05T18:17:00
S000010127,2026-07-05,ST001,C000873,P00103,2,2262.97,15,CARD,2026-07-05T21:00:00
S000010128,2026-07-05,ST028,C001062,P00049,2,2267.29,5,WALLET,2026-07-05T16:55:00
S000010129,2026-07-05,ST011,C001779,P00245,2,3514.48,0,UPI,2026-07-05T21:26:00
S000010130,2026-07-05,ST016,C000880,P00042,4,3461.27,10,WALLET,2026-07-05T15:45:00
S000010131,2026-07-05,ST008,C000233,P00107,5,6548.63,5,UPI,2026-07-05T20:19:00
S000010132,2026-07-05,ST005,C001370,P00134,4,4548.33,15,CASH,2026-07-05T19:31:00
S000010133,2026-07-05,ST019,C001317,P00062,3,1628.11,0,CASH,2026-07-05T10:37:00
S000010134,2026-07-05,ST030,C000141,P00166,4,5464.18,10,WALLET,2026-07-05T13:32:00
S000010135,2026-07-05,ST021,C001988,P00260,3,2770.77,0,WALLET,2026-07-05T17:35:00
S000010136,2026-07-05,ST012,C000753,P00087,4,2963.06,0,WALLET,2026-07-05T14:16:00
S000010137,2026-07-05,ST011,C000818,P00064,2,1429.78,0,UPI,2026-07-05T19:58:00
S000010138,2026-07-05,ST002,C001681,P00095,3,1434.25,0,WALLET,2026-07-05T10:22:00
S000010139,2026-07-05,ST024,C000182,P00014,5,1135.01,10,UPI,2026-07-05T16:51:00
S000010140,2026-07-05,ST024,C000028,P00023,5,5598.13,20,CASH,2026-07-05T21:27:00
S000010141,2026-07-05,ST022,C001692,P00298,1,5801.55,20,UPI,2026-07-05T11:49:00
S000010142,2026-07-05,ST027,C000735,P00184,2,5148.09,15,CARD,2026-07-05T15:11:00
S000010143,2026-07-05,ST012,C000129,P00274,2,1734.59,0,WALLET,2026-07-05T10:12:00
S000010144,2026-07-05,ST001,C000876,P00158,4,5072.98,0,CASH,2026-07-05T10:50:00
S000010145,2026-07-05,ST015,C000455,P00075,2,5247.74,15,WALLET,2026-07-05T15:32:00
S000010146,2026-07-05,ST030,C001505,P00069,1,4991.74,5,CASH,2026-07-05T13:49:00
S000010147,2026-07-05,ST002,C001931,P00133,2,4486.23,10,CASH,2026-07-05T12:22:00
S000010148,2026-07-05,ST017,C000507,P00187,4,233.92,5,WALLET,2026-07-05T12:46:00
S000010149,2026-07-05,ST020,C001077,P00257,5,5225.57,20,WALLET,2026-07-05T17:11:00
S000010150,2026-07-05,ST017,C001582,P00252,1,2446.12,0,WALLET,2026-07-05T11:21:00
S000010151,2026-07-05,ST021,C000384,P00212,2,1378.24,5,CARD,2026-07-05T11:01:00
S000010152,2026-07-05,ST002,C001726,P00016,3,339.04,20,CARD,2026-07-05T13:26:00
S000010153,2026-07-05,ST014,C001752,P00229,1,399.54,15,CARD,2026-07-05T13:22:00
S000010154,2026-07-05,ST008,C000989,P00296,1,636.22,10,WALLET,2026-07-05T19:29:00
S000010155,2026-07-05,ST021,C001257,P00286,1,989.05,5,CASH,2026-07-05T12:49:00
S000010156,2026-07-05,ST014,C001524,P00291,1,4480.95,15,CASH,2026-07-05T14:59:00
S000010157,2026-07-05,ST024,C001403,P00283,5,249.34,10,WALLET,2026-07-05T19:16:00
S000010158,2026-07-05,ST015,C001938,P00190,1,1237.33,15,UPI,2026-07-05T10:14:00
S000010159,2026-07-05,ST014,C000496,P00082,4,4946.95,0,UPI,2026-07-05T11:56:00
S000010160,2026-07-05,ST002,C001807,P00061,1,4815.03,5,CASH,2026-07-05T12:15:00
S000010161,2026-07-05,ST002,C000409,P00269,1,3914.25,5,CASH,2026-07-05T12:56:00
S000010162,2026-07-05,ST009,C000499,P00164,3,1418.87,10,CASH,2026-07-05T15:21:00
S000010163,2026-07-05,ST005,C001875,P00210,3,5367.59,5,WALLET,2026-07-05T20:41:00
S000010164,2026-07-05,ST030,C001129,P00049,3,2267.29,15,CARD,2026-07-05T15:36:00
S000010165,2026-07-05,ST002,C001461,P00212,3,1378.24,0,WALLET,2026-07-05T20:34:00
S000010166,2026-07-05,ST012,C001880,P00023,3,5598.13,0,WALLET,2026-07-05T11:15:00
S000010167,2026-07-05,ST028,C000693,P00190,1,1237.33,5,WALLET,2026-07-05T10:01:00
S000010168,2026-07-05,ST007,C001406,P00272,4,6593.88,15,WALLET,2026-07-05T13:44:00
S000010169,2026-07-05,ST009,C000297,P00247,5,764.96,20,UPI,2026-07-05T20:12:00
S000010170,2026-07-05,ST023,C001371,P00025,2,654.83,0,WALLET,2026-07-05T21:03:00
S000010171,2026-07-05,ST004,C000198,P00187,4,233.92,20,UPI,2026-07-05T12:31:00
S000010172,2026-07-05,ST014,C001013,P00108,5,4848.32,15,CARD,2026-07-05T15:07:00
S000010173,2026-07-05,ST002,C001459,P00146,5,1384.51,0,UPI,2026-07-05T11:50:00
S000010174,2026-07-05,ST004,C001493,P00243,5,1480.6,10,CASH,2026-07-05T20:36:00
S000010175,2026-07-05,ST024,C001990,P00181,2,444.42,5,UPI,2026-07-05T16:28:00
S000010176,2026-07-05,ST027,C000583,P00195,4,5072.66,20,CARD,2026-07-05T10:07:00
S000010177,2026-07-05,ST006,C001162,P00272,3,6593.88,5,WALLET,2026-07-05T20:38:00
S000010178,2026-07-05,ST010,C000065,P00139,1,1419.92,0,CASH,2026-07-05T18:54:00
S000010179,2026-07-05,ST022,C001902,P00019,5,723.62,20,UPI,2026-07-05T19:47:00
S000010180,2026-07-05,ST012,C001632,P00295,1,3210.29,10,CARD,2026-07-05T10:31:00
S000010181,2026-07-05,ST007,C000797,P00279,3,1221.97,5,CARD,2026-07-05T09:18:00
S000010182,2026-07-05,ST025,C000471,P00007,5,840.17,0,WALLET,2026-07-05T15:58:00
S000010183,2026-07-05,ST009,C001236,P00043,5,4791.73,15,WALLET,2026-07-05T09:05:00
S000010184,2026-07-05,ST019,C000381,P00161,2,3686.71,10,UPI,2026-07-05T18:57:00
S000010185,2026-07-05,ST013,C001978,P00153,3,5637.81,5,WALLET,2026-07-05T17:46:00
S000010186,2026-07-05,ST002,C000405,P00187,3,233.92,10,CASH,2026-07-05T16:50:00
S000010187,2026-07-05,ST003,C000215,P00171,5,2153.42,0,UPI,2026-07-05T16:22:00
S000010188,2026-07-05,ST011,C000142,P00083,3,1287.69,5,CASH,2026-07-05T15:40:00
S000010189,2026-07-05,ST004,C001473,P00029,4,2357.94,10,CASH,2026-07-05T14:52:00
S000010190,2026-07-05,ST027,C000264,P00135,5,2574.22,20,CASH,2026-07-05T15:06:00
S000010191,2026-07-05,ST010,C001875,P00055,3,771.83,0,CASH,2026-07-05T14:39:00
S000010192,2026-07-05,ST014,C000658,P00204,1,660.34,15,CASH,2026-07-05T17:46:00
S000010193,2026-07-05,ST004,C000849,P00179,4,2538.55,5,WALLET,2026-07-05T10:16:00
S000010194,2026-07-05,ST015,C000243,P00038,1,2716.13,20,WALLET,2026-07-05T14:20:00
S000010195,2026-07-05,ST014,C000592,P00202,2,1233.8,15,UPI,2026-07-05T20:13:00
S000010196,2026-07-05,ST007,C001927,P00299,5,755.59,20,CASH,2026-07-05T12:21:00
S000010197,2026-07-05,ST028,C000087,P00157,2,2511.92,5,CASH,2026-07-05T13:56:00
S000010198,2026-07-05,ST012,C001070,P00007,5,840.17,5,CASH,2026-07-05T19:50:00
S000010199,2026-07-05,ST005,C001744,P00047,3,5684.89,0,CARD,2026-07-05T14:55:00
S000010200,2026-07-05,ST018,C000697,P00138,4,2972.55,15,CARD,2026-07-05T12:32:00
S000010201,2026-07-05,ST016,C000622,P00076,4,3013.92,10,CASH,2026-07-05T17:40:00
S000010202,2026-07-05,ST029,C000455,P00058,2,784.71,15,WALLET,2026-07-05T09:14:00
S000010203,2026-07-05,ST002,C001043,P00013,1,4596.29,0,UPI,2026-07-05T15:47:00
S000010204,2026-07-05,ST005,C000072,P00100,1,2883.61,20,WALLET,2026-07-05T18:25:00
S000010205,2026-07-05,ST029,C001236,P00203,1,3584.06,5,CARD,2026-07-05T15:10:00
S000010206,2026-07-05,ST021,C000306,P00218,1,6327.36,15,CASH,2026-07-05T10:22:00
S000010207,2026-07-05,ST013,C000053,P00015,5,5720.57,0,CASH,2026-07-05T21:06:00
S000010208,2026-07-05,ST029,C001861,P00222,3,6250.21,0,CASH,2026-07-05T11:01:00
S000010209,2026-07-05,ST020,C001989,P00180,5,3895.86,20,WALLET,2026-07-05T19:51:00
S000010210,2026-07-05,ST029,C000108,P00139,2,1419.92,5,WALLET,2026-07-05T21:56:00
S000010211,2026-07-05,ST004,C001292,P00216,2,4613.78,5,CARD,2026-07-05T14:46:00
S000010212,2026-07-05,ST013,C001720,P00078,5,920.47,15,UPI,2026-07-05T15:50:00
S000010213,2026-07-05,ST017,C001571,P00211,5,1598.44,5,UPI,2026-07-05T16:00:00
S000010214,2026-07-05,ST005,C001965,P00291,3,4480.95,5,UPI,2026-07-05T21:53:00
S000010215,2026-07-05,ST006,C001425,P00247,4,764.96,0,CARD,2026-07-05T14:52:00
S000010216,2026-07-05,ST001,C000963,P00057,3,1850.58,5,CASH,2026-07-05T11:24:00
S000010217,2026-07-05,ST012,C000920,P00067,1,851.67,10,UPI,2026-07-05T17:40:00
S000010218,2026-07-05,ST028,C000065,P00264,5,5135.89,0,CARD,2026-07-05T11:16:00
S000010219,2026-07-05,ST012,C000458,P00002,1,4793.98,10,UPI,2026-07-05T20:03:00
S000010220,2026-07-05,ST006,C000117,P00140,3,5989.45,15,CASH,2026-07-05T20:24:00
S000010221,2026-07-05,ST023,C000281,P00097,4,4834.74,15,CASH,2026-07-05T16:46:00
S000010222,2026-07-05,ST006,C000283,P00128,5,4758.01,10,CASH,2026-07-05T12:40:00
S000010223,2026-07-05,ST006,C001920,P00075,4,5247.74,10,CASH,2026-07-05T20:16:00
S000010224,2026-07-05,ST011,C001788,P00270,5,1553.87,0,WALLET,2026-07-05T13:23:00
S000010225,2026-07-05,ST030,C000570,P00282,1,1175.29,20,CASH,2026-07-05T17:50:00
S000010226,2026-07-05,ST027,C001227,P00133,2,4486.23,0,WALLET,2026-07-05T12:28:00
S000010227,2026-07-05,ST009,C000520,P00077,1,5125.04,15,UPI,2026-07-05T12:54:00
S000010228,2026-07-05,ST027,C000277,P00144,4,1127.56,0,WALLET,2026-07-05T17:06:00
S000010229,2026-07-05,ST017,C000566,P00232,3,940.91,10,WALLET,2026-07-05T19:07:00
S000010230,2026-07-05,ST023,C001294,P00187,4,233.92,0,CARD,2026-07-05T10:46:00
S000010231,2026-07-05,ST023,C001357,P00248,3,3790.41,5,CASH,2026-07-05T18:51:00
S000010232,2026-07-05,ST016,C000466,P00045,4,6722.43,15,UPI,2026-07-05T15:15:00
S000010233,2026-07-05,ST009,C000093,P00273,3,4240.59,0,CARD,2026-07-05T09:04:00
S000010234,2026-07-05,ST014,C000244,P00298,1,5801.55,0,WALLET,2026-07-05T11:50:00
S000010235,2026-07-05,ST003,C001031,P00244,4,2707.73,0,CARD,2026-07-05T10:43:00
S000010236,2026-07-05,ST003,C000497,P00251,3,6496.7,5,UPI,2026-07-05T17:46:00
S000010237,2026-07-05,ST022,C000376,P00170,5,3725.43,0,UPI,2026-07-05T16:05:00
S000010238,2026-07-05,ST023,C001818,P00246,3,2469.19,20,CASH,2026-07-05T13:13:00
S000010239,2026-07-05,ST008,C000939,P00195,1,5072.66,10,CARD,2026-07-05T13:51:00
S000010240,2026-07-05,ST022,C000205,P00051,5,4155.89,15,CARD,2026-07-05T14:16:00
S000010241,2026-07-05,ST003,C001028,P00115,2,5890.4,20,WALLET,2026-07-05T20:05:00
S000010242,2026-07-05,ST025,C000892,P00077,4,5125.04,5,WALLET,2026-07-05T13:32:00
S000010243,2026-07-05,ST001,C000706,P00250,1,1596.89,10,CARD,2026-07-05T17:16:00
S000010244,2026-07-05,ST015,C001185,P00123,3,1748.33,10,CARD,2026-07-05T12:04:00
S000010245,2026-07-05,ST011,C000717,P00160,5,999.14,5,UPI,2026-07-05T10:11:00
S000010246,2026-07-05,ST017,C000250,P00162,3,1702.89,20,CASH,2026-07-05T09:14:00
S000010247,2026-07-05,ST019,C000679,P00024,4,5227.35,0,CASH,2026-07-05T12:20:00
S000010248,2026-07-05,ST022,C000395,P00214,3,3134.98,5,CARD,2026-07-05T09:03:00
S000010249,2026-07-05,ST024,C000587,P00266,1,2576.59,0,CARD,2026-07-05T17:49:00
S000010250,2026-07-05,ST015,C000829,P00094,5,626.2,0,CARD,2026-07-05T09:31:00
S000010251,2026-07-05,ST003,C001166,P00159,1,2836.83,10,CASH,2026-07-05T16:00:00
S000010252,2026-07-05,ST005,C001919,P00041,3,919.91,0,WALLET,2026-07-05T11:16:00
S000010253,2026-07-05,ST026,C000944,P00046,1,2314.62,5,WALLET,2026-07-05T14:44:00
S000010254,2026-07-05,ST027,C001004,P00300,1,3550.61,0,CASH,2026-07-05T18:59:00
S000010255,2026-07-05,ST005,C000994,P00154,3,1523.35,20,WALLET,2026-07-05T19:41:00
S000010256,2026-07-05,ST005,C000992,P00072,2,1770.06,10,CARD,2026-07-05T17:57:00
S000010257,2026-07-05,ST029,C001960,P00258,4,3735.08,20,UPI,2026-07-05T21:18:00
S000010258,2026-07-05,ST009,C000409,P00061,1,4815.03,10,UPI,2026-07-05T21:45:00
S000010259,2026-07-05,ST030,C001330,P00104,4,4736.87,0,WALLET,2026-07-05T16:08:00
S000010260,2026-07-05,ST012,C000031,P00217,3,4728.79,0,WALLET,2026-07-05T15:30:00
S000010261,2026-07-05,ST025,C000108,P00269,4,3914.25,0,WALLET,2026-07-05T14:00:00
S000010262,2026-07-05,ST024,C001970,P00160,3,999.14,5,UPI,2026-07-05T14:54:00
S000010263,2026-07-05,ST011,C001559,P00105,1,848.58,10,CASH,2026-07-05T16:12:00
S000010264,2026-07-05,ST001,C001446,P00111,5,4201.27,20,WALLET,2026-07-05T18:49:00
S000010265,2026-07-05,ST014,C000325,P00070,5,3157.17,10,WALLET,2026-07-05T21:57:00
S000010266,2026-07-05,ST029,C000751,P00107,1,6548.63,0,WALLET,2026-07-05T18:41:00
S000010267,2026-07-05,ST006,C001184,P00184,1,5148.09,0,CARD,2026-07-05T09:33:00
S000010268,2026-07-05,ST003,C000547,P00013,3,4596.29,0,CASH,2026-07-05T19:23:00
S000010269,2026-07-05,ST017,C000140,P00201,4,2651.68,0,WALLET,2026-07-05T11:05:00
S000010270,2026-07-05,ST012,C001105,P00075,2,5247.74,10,CARD,2026-07-05T21:18:00
S000010271,2026-07-05,ST002,C000846,P00132,5,1619.49,20,CARD,2026-07-05T16:47:00
S000010272,2026-07-05,ST012,C000327,P00241,4,6827.01,20,WALLET,2026-07-05T14:02:00
S000010273,2026-07-05,ST008,C000322,P00017,1,517.85,5,CARD,2026-07-05T19:47:00
S000010274,2026-07-05,ST004,C001723,P00076,2,3013.92,5,CASH,2026-07-05T14:36:00
S000010275,2026-07-05,ST026,C001420,P00016,3,339.04,20,UPI,2026-07-05T17:59:00
S000010276,2026-07-05,ST018,C001034,P00026,4,5064.19,15,CASH,2026-07-05T18:49:00
S000010277,2026-07-05,ST003,C000860,P00261,2,3771.65,10,UPI,2026-07-05T19:38:00
S000010278,2026-07-05,ST003,C001063,P00044,3,3293.22,15,CASH,2026-07-05T20:09:00
S000010279,2026-07-05,ST008,C000338,P00274,5,1734.59,5,CASH,2026-07-05T21:27:00
S000010280,2026-07-05,ST030,C000619,P00051,3,4155.89,20,CASH,2026-07-05T17:38:00
S000010281,2026-07-05,ST014,C001605,P00134,5,4548.33,10,CARD,2026-07-05T10:21:00
S000010282,2026-07-05,ST011,C001635,P00063,3,3363.62,10,WALLET,2026-07-05T21:26:00
S000010283,2026-07-05,ST016,C000544,P00237,2,1487.56,5,WALLET,2026-07-05T18:25:00
S000010284,2026-07-05,ST013,C000078,P00111,5,4201.27,0,CASH,2026-07-05T10:58:00
S000010285,2026-07-05,ST019,C000934,P00055,2,771.83,0,CASH,2026-07-05T18:49:00
